prompt_index,prompt_text,completion_index,completion,full_text,reached_end
385,A review of Equals,0," by Laurie Frankel

A review of Equals by Laurie Frankel

Close

Filed under Opinion

Close Modal Window Hang on for a minute...we're trying to find some more stories you might like.

Close

Close Modal Window Email This Story Send email to this address

Enter Your Name

Add a comment here

Verification

Send Email Cancel

Laurie Frankel’s Equals is a book about the relationship between women and men. It is a book about the history of women and men, and how they have been treated by each other.","A review of Equals by Laurie Frankel

A review of Equals by Laurie Frankel

Close

Filed under Opinion

Close Modal Window Hang on for a minute...we're trying to find some more stories you might like.

Close

Close Modal Window Email This Story Send email to this address

Enter Your Name

Add a comment here

Verification

Send Email Cancel

Laurie Frankel’s Equals is a book about the relationship between women and men. It is a book about the history of women and men, and how they have been treated by each other.",false
386,A review of Babel,0," Fish, a popular children's book by Douglas Adams

A review of Babel Fish, a popular children's book by Douglas Adams

Posted

In the late 1970s, Douglas Adams was a successful writer of popular science fiction and fantasy.

He was also a well-known fan of science fiction and fantasy.

Adams was a fan of J.R.R. Tolkien's The Lord of the Rings and was a fan of Terry Pratchett's Discworld series.

He also loved Douglas Adams' The Hitchhiker's Guide to the Galaxy.

""I have to say that I was a bit","A review of Babel Fish, a popular children's book by Douglas Adams

A review of Babel Fish, a popular children's book by Douglas Adams

Posted

In the late 1970s, Douglas Adams was a successful writer of popular science fiction and fantasy.

He was also a well-known fan of science fiction and fantasy.

Adams was a fan of J.R.R. Tolkien's The Lord of the Rings and was a fan of Terry Pratchett's Discworld series.

He also loved Douglas Adams' The Hitchhiker's Guide to the Galaxy.

""I have to say that I was a bit",false
387,A review of The Tree of Life,0,", the new film by Terrence Malick.

The Tree of Life, Terrence Malick’s latest film, is a sprawling, epic, multi-faceted work of art. It is a film that is simultaneously a personal and universal journey, a meditation on the nature of existence and the human condition, and a cinematic experience that is at once deeply personal and universal. It is a film that is at once a celebration of the natural world and a meditation on the nature of humanity. It is a film that is at once a celebration of the","A review of The Tree of Life, the new film by Terrence Malick.

The Tree of Life, Terrence Malick’s latest film, is a sprawling, epic, multi-faceted work of art. It is a film that is simultaneously a personal and universal journey, a meditation on the nature of existence and the human condition, and a cinematic experience that is at once deeply personal and universal. It is a film that is at once a celebration of the natural world and a meditation on the nature of humanity. It is a film that is at once a celebration of the",false
388,A review of The Lucky One,0," by Nicholas Sparks

A review of The Lucky One by Nicholas Sparks

The Lucky One

Nicholas Sparks

Houghton Mifflin Harcourt

February 6th, 2017

The Lucky One is the second novel by Nicholas Sparks, the author of The Notebook and The Choice. It is a love story about a soldier who is sent to Iraq to fight in the war. The novel follows his journey back to the United States and his relationship with the woman he meets in the airport.

The book starts with the main character, Clay, in Iraq. He is","A review of The Lucky One by Nicholas Sparks

A review of The Lucky One by Nicholas Sparks

The Lucky One

Nicholas Sparks

Houghton Mifflin Harcourt

February 6th, 2017

The Lucky One is the second novel by Nicholas Sparks, the author of The Notebook and The Choice. It is a love story about a soldier who is sent to Iraq to fight in the war. The novel follows his journey back to the United States and his relationship with the woman he meets in the airport.

The book starts with the main character, Clay, in Iraq. He is",false
389,A review of Piranha 3D,0,"

Piranha 3D is a 2011 American horror film directed by Alexandre Aja and written by Joe Dante. It is the third installment in the Piranha franchise and the first to be shot in 3D. It stars Jessica Alba, Jason Liles, Chris Brown, and Joe Pantoliano.

The film follows a group of college students who are trapped in a remote cabin after a river piranha attack. The film was released on August 17, 2011. It received negative reviews from critics and grossed $27 million worldwide.

Plot [ edit ]

In","A review of Piranha 3D

Piranha 3D is a 2011 American horror film directed by Alexandre Aja and written by Joe Dante. It is the third installment in the Piranha franchise and the first to be shot in 3D. It stars Jessica Alba, Jason Liles, Chris Brown, and Joe Pantoliano.

The film follows a group of college students who are trapped in a remote cabin after a river piranha attack. The film was released on August 17, 2011. It received negative reviews from critics and grossed $27 million worldwide.

Plot [ edit ]

In",false
390,A review of 50/50,0,": How Gender Parity Can Fix Our Culture

This post is hosted on the Huffington Post's Contributor platform. Contributors control their own work and post freely to our site. If you need to flag this entry as abusive, send us an email","A review of 50/50: How Gender Parity Can Fix Our Culture

This post is hosted on the Huffington Post's Contributor platform. Contributors control their own work and post freely to our site. If you need to flag this entry as abusive, send us an email",true
391,A review of The Intent,0," to Destroy: The Untold Story of Israel's Targeted Assassinations by Ilan Pappe.

The Israeli-Palestinian conflict is often described as a ""war of words"" between the two sides. But in fact, the conflict is a war of bullets.

Israel has been accused of committing war crimes in the occupied Palestinian territories, but it is also accused of carrying out targeted assassinations in the West Bank and Gaza.

The intent to destroy: The untold story of Israel's targeted assassinations by Ilan Pappe is","A review of The Intent to Destroy: The Untold Story of Israel's Targeted Assassinations by Ilan Pappe.

The Israeli-Palestinian conflict is often described as a ""war of words"" between the two sides. But in fact, the conflict is a war of bullets.

Israel has been accused of committing war crimes in the occupied Palestinian territories, but it is also accused of carrying out targeted assassinations in the West Bank and Gaza.

The intent to destroy: The untold story of Israel's targeted assassinations by Ilan Pappe is",false
392,A review of This Is 40,0,", the latest film from Judd Apatow, the man who gave us The 40-Year-Old Virgin and Knocked Up, and the director of Trainwreck and This Is 40, is a bit like a man who has been told he has a brain tumour.

Apatow’s latest film, This Is 40, is a comedy about a couple in their 40s who have been married for a decade and are still trying to figure out what they want from life. The film is not particularly funny, and the characters are not particularly interesting, but it is an honest and unflinching","A review of This Is 40, the latest film from Judd Apatow, the man who gave us The 40-Year-Old Virgin and Knocked Up, and the director of Trainwreck and This Is 40, is a bit like a man who has been told he has a brain tumour.

Apatow’s latest film, This Is 40, is a comedy about a couple in their 40s who have been married for a decade and are still trying to figure out what they want from life. The film is not particularly funny, and the characters are not particularly interesting, but it is an honest and unflinching",false
393,A review of Real Steel,0,", the new film from director Shawn Levy and writer-producer Alex Kurtzman, which opens in theaters this Friday.

Real Steel is a film about a man who becomes a robot.

That’s not a joke.

In fact, the movie is based on a true story, and it’s the kind of story that’s hard to make work in the movies. But it’s a story that’s worth telling, and it’s a story that’s worth telling right.

In the late 1990s, a British inventor named Richard Browning was working on a new kind of jet engine. It was called","A review of Real Steel, the new film from director Shawn Levy and writer-producer Alex Kurtzman, which opens in theaters this Friday.

Real Steel is a film about a man who becomes a robot.

That’s not a joke.

In fact, the movie is based on a true story, and it’s the kind of story that’s hard to make work in the movies. But it’s a story that’s worth telling, and it’s a story that’s worth telling right.

In the late 1990s, a British inventor named Richard Browning was working on a new kind of jet engine. It was called",false
394,A review of Sex and the City,0," 2

Sex and the City 2

Close

Close Modal Window Hang on for a minute...we're trying to find some more stories you might like.

Close

Close Modal Window Email This Story Send email to this address

Enter Your Name

Add a comment here

Verification

Send Email Cancel

The second movie in the Sex and the City franchise, Sex and the City 2, was released on April 10, 2010. The movie was a huge success, grossing over $370 million worldwide. The movie received mixed reviews, with many critics saying","A review of Sex and the City 2

Sex and the City 2

Close

Close Modal Window Hang on for a minute...we're trying to find some more stories you might like.

Close

Close Modal Window Email This Story Send email to this address

Enter Your Name

Add a comment here

Verification

Send Email Cancel

The second movie in the Sex and the City franchise, Sex and the City 2, was released on April 10, 2010. The movie was a huge success, grossing over $370 million worldwide. The movie received mixed reviews, with many critics saying",false
395,A review of Rambo,0," III

Rambo III (1982)

Directed by John G. Avildsen

Starring Sylvester Stallone, Charles Bronson, and Randy Quaid

Reviewed by Matt Zoller Seitz, Vulture.com Editor

The third Rambo film is the best of the series, and the most significant. It's the one that finally reconciles the character's image as a violent, unrepentant, and often racist icon with the fact that he's a deeply troubled man who's been made to feel like a monster. It's the one that makes it clear that the Rambo movies aren't","A review of Rambo III

Rambo III (1982)

Directed by John G. Avildsen

Starring Sylvester Stallone, Charles Bronson, and Randy Quaid

Reviewed by Matt Zoller Seitz, Vulture.com Editor

The third Rambo film is the best of the series, and the most significant. It's the one that finally reconciles the character's image as a violent, unrepentant, and often racist icon with the fact that he's a deeply troubled man who's been made to feel like a monster. It's the one that makes it clear that the Rambo movies aren't",false
396,A review of Planet Terror,0,", the first in a series of ""Planet Terror"" films, by Rob Zombie.

The first thing that you notice about Rob Zombie's ""Planet Terror"" is that it's a lot shorter than it should be.

It's only about 90 minutes long, and it feels like it could have been much longer.

It's not that the movie is bad, it's just that it feels like it could have been much longer.

I think that the reason that it feels so short is because of the way that it's shot.

It's almost like it's being shot in a way that's trying","A review of Planet Terror, the first in a series of ""Planet Terror"" films, by Rob Zombie.

The first thing that you notice about Rob Zombie's ""Planet Terror"" is that it's a lot shorter than it should be.

It's only about 90 minutes long, and it feels like it could have been much longer.

It's not that the movie is bad, it's just that it feels like it could have been much longer.

I think that the reason that it feels so short is because of the way that it's shot.

It's almost like it's being shot in a way that's trying",false
397,A review of Concussion,0,"

A review of Concussion

Posted on January 24, 2018 by Sonoma Valley Sun

By Gary M. Kramer

I am a huge football fan, and I am a huge Dr. Bennet Omalu fan.

Omalu, a Nigerian-born pathologist, was the first to discover chronic traumatic encephalopathy (CTE) in a living human being. Omalu was also the first to discover CTE in a professional football player, and the first to discover CTE in a living NFL player.

CTE is a degenerative brain disease that can cause memory loss, confusion, impaired","A review of Concussion

A review of Concussion

Posted on January 24, 2018 by Sonoma Valley Sun

By Gary M. Kramer

I am a huge football fan, and I am a huge Dr. Bennet Omalu fan.

Omalu, a Nigerian-born pathologist, was the first to discover chronic traumatic encephalopathy (CTE) in a living human being. Omalu was also the first to discover CTE in a professional football player, and the first to discover CTE in a living NFL player.

CTE is a degenerative brain disease that can cause memory loss, confusion, impaired",false
398,A review of The Fall,0," of the House of Usher, by Edgar Allan Poe

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by","A review of The Fall of the House of Usher, by Edgar Allan Poe

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by Edgar Allan Poe (1849).

The Fall of the House of Usher, by",false
399,A review of The Ugly Truth,0,"

By Jessica Berget, Opinions Editor

The Ugly Truth is a movie about a woman who has a crush on her boss. The movie is directed by John Hamburg, who also directed the original Dirty Dancing. Hamburg's film is a remake of the 1987 film of the same name, which starred Julia Roberts and Patrick Swayze. The film is a romantic comedy that is about a woman who has a crush on her boss.

The movie is set in New York City, and is about a woman named Megan (Katherine Heigl) who has a crush on her boss,","A review of The Ugly Truth

By Jessica Berget, Opinions Editor

The Ugly Truth is a movie about a woman who has a crush on her boss. The movie is directed by John Hamburg, who also directed the original Dirty Dancing. Hamburg's film is a remake of the 1987 film of the same name, which starred Julia Roberts and Patrick Swayze. The film is a romantic comedy that is about a woman who has a crush on her boss.

The movie is set in New York City, and is about a woman named Megan (Katherine Heigl) who has a crush on her boss,",false
400,A review of Bride Wars,0,"

Bride Wars

Director: David O. Russell

Starring: Anne Hathaway, Kate Hudson

Rating: PG-13

Runtime: 1 hr 45 min

by John DeSando

""You're the best thing that ever happened to me.""

""I'm the best thing that ever happened to you.""

""You're the best thing that ever happened to me.""

""I'm the best thing that ever happened to you.""

""You're the best thing that ever happened to me.""

""I'm the best thing that ever happened to you.""

""You're the best thing that ever happened to me.""

""I'm the best","A review of Bride Wars

Bride Wars

Director: David O. Russell

Starring: Anne Hathaway, Kate Hudson

Rating: PG-13

Runtime: 1 hr 45 min

by John DeSando

""You're the best thing that ever happened to me.""

""I'm the best thing that ever happened to you.""

""You're the best thing that ever happened to me.""

""I'm the best thing that ever happened to you.""

""You're the best thing that ever happened to me.""

""I'm the best thing that ever happened to you.""

""You're the best thing that ever happened to me.""

""I'm the best",false
401,A review of Sleeping with Other People,0,"

By: Ashmar Mandou

""Sleeping with Other People"" is a comedy that follows a couple in their 30s who have been dating for a year. They are both in relationships with other people and are looking for a third person to sleep with. The movie stars Rose Byrne, Jason Sudeikis, Elizabeth Reaser, Molly Shannon, and Jemaine Clement.

The movie opens with a couple, Jake and Lainey, who are having sex. Lainey is having a one night stand with a guy she met at a bar. Jake is having a one night stand with a","A review of Sleeping with Other People

By: Ashmar Mandou

""Sleeping with Other People"" is a comedy that follows a couple in their 30s who have been dating for a year. They are both in relationships with other people and are looking for a third person to sleep with. The movie stars Rose Byrne, Jason Sudeikis, Elizabeth Reaser, Molly Shannon, and Jemaine Clement.

The movie opens with a couple, Jake and Lainey, who are having sex. Lainey is having a one night stand with a guy she met at a bar. Jake is having a one night stand with a",false
402,A review of Snakes on a Plane,0,", the 2006 film starring Samuel L. Jackson and Denzel Washington.

Snakes on a Plane is a 2006 American action thriller film directed by Tony Scott and written by Ted Elliott and Terry Rossio. The film stars Samuel L. Jackson, who also produced the film, Denzel Washington, and Gary Oldman. The film is about a group of passengers who are trapped on a plane after it is hijacked by a group of snakes.

The film was released on August 10, 2006, and grossed $232 million worldwide. It received mixed","A review of Snakes on a Plane, the 2006 film starring Samuel L. Jackson and Denzel Washington.

Snakes on a Plane is a 2006 American action thriller film directed by Tony Scott and written by Ted Elliott and Terry Rossio. The film stars Samuel L. Jackson, who also produced the film, Denzel Washington, and Gary Oldman. The film is about a group of passengers who are trapped on a plane after it is hijacked by a group of snakes.

The film was released on August 10, 2006, and grossed $232 million worldwide. It received mixed",false
403,A review of What If,0,": A History of the Future by Harry Harrison

What If: A History of the Future by Harry Harrison

Harry Harrison, a science fiction writer, is best known for his novel Do Androids Dream of Electric Sheep? (1968), which has been adapted into the film Blade Runner (1982). Harrison is also the author of several other novels, including the humorous The Three Stigmata of Palmer Eldritch (1968), and the satirical Time Out of Joint (1971). He is also a well-known science fiction editor, and has edited","A review of What If: A History of the Future by Harry Harrison

What If: A History of the Future by Harry Harrison

Harry Harrison, a science fiction writer, is best known for his novel Do Androids Dream of Electric Sheep? (1968), which has been adapted into the film Blade Runner (1982). Harrison is also the author of several other novels, including the humorous The Three Stigmata of Palmer Eldritch (1968), and the satirical Time Out of Joint (1971). He is also a well-known science fiction editor, and has edited",false
404,A review of How to Train Your Dragon 2,0,"

How to Train Your Dragon 2 is the sequel to the 2010 animated film How to Train Your Dragon. The film was directed by Dean DeBlois and Chris Sanders and was released on June 13, 2014. The film was written by DeBlois and Sanders, and produced by Peter Del Vecho. The film is the second in the How to Train Your Dragon series.

The film is set in the same world as the first film, but takes place five years after the events of the first film. Hiccup, now the Chief of Berk, is training his dragon","A review of How to Train Your Dragon 2

How to Train Your Dragon 2 is the sequel to the 2010 animated film How to Train Your Dragon. The film was directed by Dean DeBlois and Chris Sanders and was released on June 13, 2014. The film was written by DeBlois and Sanders, and produced by Peter Del Vecho. The film is the second in the How to Train Your Dragon series.

The film is set in the same world as the first film, but takes place five years after the events of the first film. Hiccup, now the Chief of Berk, is training his dragon",false
405,A review of RoboCop,0," 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop","A review of RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop 2: Total Recall

RoboCop",false
406,A review of In Dubious Battle,0," by Martin Amis

A review of In Dubious Battle by Martin Amis

Martin Amis is one of the most important and influential writers of the last 50 years. His first novel, London Fields, was published in 1979, and was a sensation. The novel is a dark and violent tale of a gang of London thieves. Amis has been a writer of great skill and imagination since then. His second novel, Money, was published in 1982, and was also a success. Money was a satire on the Thatcher era, and a sharp and bitter satire","A review of In Dubious Battle by Martin Amis

A review of In Dubious Battle by Martin Amis

Martin Amis is one of the most important and influential writers of the last 50 years. His first novel, London Fields, was published in 1979, and was a sensation. The novel is a dark and violent tale of a gang of London thieves. Amis has been a writer of great skill and imagination since then. His second novel, Money, was published in 1982, and was also a success. Money was a satire on the Thatcher era, and a sharp and bitter satire",false
407,"A review of Hello, My Name Is Doris",0," by Judy Blume

Hello, My Name Is Doris by Judy Blume (HarperCollins)

Rating: 4.5 out of 5 stars

Judy Blume is one of the most influential authors of the 20th century. She is the author of the iconic young adult novel Are You There God? It's Me, Margaret, and more than 50 other books.

But the first book she wrote for adults was a bit of a flop.

In 1972, Blume published Doris, a novel about a girl who is the daughter of a widowed mother who has a young son and a young daughter. Doris is a","A review of Hello, My Name Is Doris by Judy Blume

Hello, My Name Is Doris by Judy Blume (HarperCollins)

Rating: 4.5 out of 5 stars

Judy Blume is one of the most influential authors of the 20th century. She is the author of the iconic young adult novel Are You There God? It's Me, Margaret, and more than 50 other books.

But the first book she wrote for adults was a bit of a flop.

In 1972, Blume published Doris, a novel about a girl who is the daughter of a widowed mother who has a young son and a young daughter. Doris is a",false
408,A review of Ocean's Thirteen,0,"

By Alex S. Vitale

I'm not a big fan of Ocean's Eleven. It's not that I don't like the film, I just don't think it's particularly good. It's not that it's a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good.

I've seen it a few times and I've always been underwhelmed. The cast is great,","A review of Ocean's Thirteen

By Alex S. Vitale

I'm not a big fan of Ocean's Eleven. It's not that I don't like the film, I just don't think it's particularly good. It's not that it's a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good. It's not a bad film, it's just not particularly good.

I've seen it a few times and I've always been underwhelmed. The cast is great,",false
409,A review of Slither,0,"ine’s Total War: WARHAMMER 2

Slitherine’s Total War: WARHAMMER 2 is a game that has been on my radar for a long time. I’ve been a fan of the Total War series since the first game in the series, Shogun 2, and I’ve been looking forward to the release of this game for a long time.

When I first heard about the game, I was excited to see how it would play out. I’ve always been a fan of the Total War series, but I’ve always been a fan of the historical setting of the games. I’ve always been a fan of","A review of Slitherine’s Total War: WARHAMMER 2

Slitherine’s Total War: WARHAMMER 2 is a game that has been on my radar for a long time. I’ve been a fan of the Total War series since the first game in the series, Shogun 2, and I’ve been looking forward to the release of this game for a long time.

When I first heard about the game, I was excited to see how it would play out. I’ve always been a fan of the Total War series, but I’ve always been a fan of the historical setting of the games. I’ve always been a fan of",false
410,A review of Contagion,0,", the new movie starring Kate Winslet and Jake Gyllenhaal.

The movie Contagion is about a pandemic that kills off half the world's population. The movie is based on a book of the same name, which was written by a team of scientists who had to deal with the aftermath of a pandemic. The book is a terrifying and fascinating account of the first time the world has ever faced a pandemic. The movie is a frightening and fascinating account of the first time the world has ever faced a pandemic.

The","A review of Contagion, the new movie starring Kate Winslet and Jake Gyllenhaal.

The movie Contagion is about a pandemic that kills off half the world's population. The movie is based on a book of the same name, which was written by a team of scientists who had to deal with the aftermath of a pandemic. The book is a terrifying and fascinating account of the first time the world has ever faced a pandemic. The movie is a frightening and fascinating account of the first time the world has ever faced a pandemic.

The",false
411,A review of Il racconto dei racconti - Tale of Tales,0,"

Tale of Tales

Reviewed by Pallas Gates McCorquodale

July 10, 2017

Il racconto dei racconti is a collection of short stories that explores the themes of love, loss, and memory.

Tale of Tales is a collection of short stories that explores the themes of love, loss, and memory.

The stories in this collection are all written by the same author, Michaël Samyn, and are set in a variety of locations. The stories are often short, and often take place in a single location, but they are all told in","A review of Il racconto dei racconti - Tale of Tales

Tale of Tales

Reviewed by Pallas Gates McCorquodale

July 10, 2017

Il racconto dei racconti is a collection of short stories that explores the themes of love, loss, and memory.

Tale of Tales is a collection of short stories that explores the themes of love, loss, and memory.

The stories in this collection are all written by the same author, Michaël Samyn, and are set in a variety of locations. The stories are often short, and often take place in a single location, but they are all told in",false
412,A review of I Am the Pretty Thing That Lives in the House,0," by V. C. Andrews

I Am the Pretty Thing That Lives in the House is the first book in the Dollanganger series by V. C. Andrews.

It was published in 1982.

The book is about a girl named Mary Alice who moves to a new town and is taken in by a family that has a secret.

The family has a dollhouse and the dolls are not the dolls that they appear to be.

Mary Alice is the only one who knows the truth.

The book is told from the point of view of Mary Alice.

She is a thirteen-year-old girl who is","A review of I Am the Pretty Thing That Lives in the House by V. C. Andrews

I Am the Pretty Thing That Lives in the House is the first book in the Dollanganger series by V. C. Andrews.

It was published in 1982.

The book is about a girl named Mary Alice who moves to a new town and is taken in by a family that has a secret.

The family has a dollhouse and the dolls are not the dolls that they appear to be.

Mary Alice is the only one who knows the truth.

The book is told from the point of view of Mary Alice.

She is a thirteen-year-old girl who is",false
413,A review of Bridge to Terabithia,0," by Katherine Paterson

Bridge to Terabithia by Katherine Paterson

Reviewed by Michelle Anne Schingler

February 1, 2017

This is a book that will stay with you long after you finish it.

Bridge to Terabithia is a coming-of-age story about Leslie Burke, a young girl who lives in a small town in Indiana. She has a best friend, Jesse, and a crush on her neighbor, Ben. When Ben moves away, Leslie is devastated. She has no one to play with, and her parents are too busy to spend time with her.

Les","A review of Bridge to Terabithia by Katherine Paterson

Bridge to Terabithia by Katherine Paterson

Reviewed by Michelle Anne Schingler

February 1, 2017

This is a book that will stay with you long after you finish it.

Bridge to Terabithia is a coming-of-age story about Leslie Burke, a young girl who lives in a small town in Indiana. She has a best friend, Jesse, and a crush on her neighbor, Ben. When Ben moves away, Leslie is devastated. She has no one to play with, and her parents are too busy to spend time with her.

Les",false
414,A review of Coherence,0,": The Nature and Significance of Human Consciousness by the philosopher Daniel Dennett.

The philosopher Daniel Dennett is one of the most famous and influential thinkers in the field of consciousness. His books, such as Consciousness Explained and Darwin’s Dangerous Idea, have sold millions of copies. He is also one of the most controversial. His latest book, Coherence: The Nature and Significance of Human Consciousness, is a collection of essays that range from the very philosophical to the","A review of Coherence: The Nature and Significance of Human Consciousness by the philosopher Daniel Dennett.

The philosopher Daniel Dennett is one of the most famous and influential thinkers in the field of consciousness. His books, such as Consciousness Explained and Darwin’s Dangerous Idea, have sold millions of copies. He is also one of the most controversial. His latest book, Coherence: The Nature and Significance of Human Consciousness, is a collection of essays that range from the very philosophical to the",false
415,A review of Notorious,0," RBG: The Life and Times of Ruth Bader Ginsburg

The Notorious RBG: The Life and Times of Ruth Bader Ginsburg

By Irin Carmon and Shana Knizhnik

Harper, 288 pp., $35

Ruth Bader Ginsburg has been a Supreme Court justice for 25 years, but she's still the subject of a lot of speculation. Some of it is fair: She's a very public figure, and her views on a range of issues are often controversial. Some of it is not: She's 85, and she's had a number of health scares, and she's a woman, and that's a","A review of Notorious RBG: The Life and Times of Ruth Bader Ginsburg

The Notorious RBG: The Life and Times of Ruth Bader Ginsburg

By Irin Carmon and Shana Knizhnik

Harper, 288 pp., $35

Ruth Bader Ginsburg has been a Supreme Court justice for 25 years, but she's still the subject of a lot of speculation. Some of it is fair: She's a very public figure, and her views on a range of issues are often controversial. Some of it is not: She's 85, and she's had a number of health scares, and she's a woman, and that's a",false
416,A review of Goksung,0,": The Last Blade 2

By Chris Priestman . December 13, 2015 . 11:00am

Goksung: The Last Blade 2 is a sequel to the Wii U fighting game from developer Arc System Works. It’s a fighting game that takes place in a fantasy world and features a cast of characters that are designed to look like the people of the real world.

The game is a 2D fighter that features a roster of characters that are all designed to look like people from the real world. This means that they’re all very recognisable, but","A review of Goksung: The Last Blade 2

By Chris Priestman . December 13, 2015 . 11:00am

Goksung: The Last Blade 2 is a sequel to the Wii U fighting game from developer Arc System Works. It’s a fighting game that takes place in a fantasy world and features a cast of characters that are designed to look like the people of the real world.

The game is a 2D fighter that features a roster of characters that are all designed to look like people from the real world. This means that they’re all very recognisable, but",false
417,A review of The Expendables 2,0,"

The Expendables 2

Directed by Patrick Hughes

Starring Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Mickey Rourke, Randy Couture, Terry Crews, Arnold Schwarzenegger, Wesley Snipes, Antonio Banderas, Harrison Ford, Mel Gibson, Harrison Ford, Wesley Snipes, Antonio Banderas, Mel Gibson, Wesley Snipes, Harrison Ford, Mel Gibson, Wesley Snipes, Harrison Ford, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel","A review of The Expendables 2

The Expendables 2

Directed by Patrick Hughes

Starring Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren, Mickey Rourke, Randy Couture, Terry Crews, Arnold Schwarzenegger, Wesley Snipes, Antonio Banderas, Harrison Ford, Mel Gibson, Harrison Ford, Wesley Snipes, Antonio Banderas, Mel Gibson, Wesley Snipes, Harrison Ford, Mel Gibson, Wesley Snipes, Harrison Ford, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel Gibson, Mel",false
418,A review of The Girl Next Door,0,", the new novel by Sophie Kinsella.

The Girl Next Door is the second novel in the Shopaholic series by Sophie Kinsella.

It is a sequel to The Shopaholic Ties the Knot.

The Girl Next Door picks up where the first book left off, with Becky still in the process of getting married.

She is still trying to get her wedding plans in order, and her mother is still trying to get her to settle down and get a job.

Becky's mother, Fiona, is a bit of a control freak, and she is constantly trying to get","A review of The Girl Next Door, the new novel by Sophie Kinsella.

The Girl Next Door is the second novel in the Shopaholic series by Sophie Kinsella.

It is a sequel to The Shopaholic Ties the Knot.

The Girl Next Door picks up where the first book left off, with Becky still in the process of getting married.

She is still trying to get her wedding plans in order, and her mother is still trying to get her to settle down and get a job.

Becky's mother, Fiona, is a bit of a control freak, and she is constantly trying to get",false
419,A review of Perfume: The Story of a Murderer,0,", by Patrick Suskind

Perfume: The Story of a Murderer

Patrick Suskind

Bloomsbury

2016

Patrick Suskind's Perfume: The Story of a Murderer is a work of investigative journalism. It is a novel, a work of non-fiction, a work of art, a work of poetry, a work of philosophy, a work of history, a work of psychology, a work of psychology, a work of psychology, a work of sociology, a work of sociology, a work of sociology, a work of sociology, a work of sociology, a work of sociology, a work of","A review of Perfume: The Story of a Murderer, by Patrick Suskind

Perfume: The Story of a Murderer

Patrick Suskind

Bloomsbury

2016

Patrick Suskind's Perfume: The Story of a Murderer is a work of investigative journalism. It is a novel, a work of non-fiction, a work of art, a work of poetry, a work of philosophy, a work of history, a work of psychology, a work of psychology, a work of psychology, a work of sociology, a work of sociology, a work of sociology, a work of sociology, a work of sociology, a work of sociology, a work of",false
